idPartido,temporada,division,jornada,EquipoLocal,EquipoVisitante,Fecha3,Hora,Goles_L,Goles_V
879,2009_2_A,1,13,Atlante,Atlas,10/24/2009,21:00,2,0
880,2009_2_A,1,13,U.N.A.M.,Monterrey,10/25/2009,12:00,2,1
881,2009_2_A,1,13,Puebla,Morelia,10/25/2009,16:00,2,1
882,2009_2_A,1,13,Club América,Guadalajara,10/25/2009,16:30,1,0
883,2009_2_A,1,14,Cruz Azul,Atlante,10/31/2009,17:00,3,1
884,2009_2_A,1,14,Atlético San Luis,Monterrey,10/31/2009,17:00,0,3
885,2009_2_A,1,14,U.A.N.L.,Estudiantes Tecos,10/31/2009,19:00,2,2
886,2009_2_A,1,14,Indios Juárez,Puebla,10/31/2009,19:00,0,2
887,2009_2_A,1,14,Atlas,Pachuca,10/31/2009,20:45,1,1
888,2009_2_A,1,14,Toluca,Querétaro,11/1/2009,12:00,2,0
889,2009_2_A,1,14,Morelia,Guadalajara,11/1/2009,12:00,3,1
890,2009_2_A,1,14,Club América,Chiapas,11/1/2009,16:30,1,1
891,2009_2_A,1,14,Santos Laguna,U.N.A.M.,11/1/2009,17:00,1,1
892,2009_2_A,1,15,Chiapas,Morelia,11/4/2009,17:00,1,2
893,2009_2_A,1,15,Pachuca,Cruz Azul,11/4/2009,19:00,1,3
894,2009_2_A,1,15,Querétaro,U.A.N.L.,11/4/2009,20:00,1,0
895,2009_2_A,1,15,Guadalajara,Indios Juárez,11/4/2009,20:00,2,2
896,2009_2_A,1,15,Estudiantes Tecos,Atlético San Luis,11/4/2009,20:00,1,1
897,2009_2_A,1,15,Monterrey,Santos Laguna,11/4/2009,20:30,2,1
898,2009_2_A,1,15,Puebla,Atlas,11/4/2009,21:00,1,0
899,2009_2_A,1,15,Atlante,Toluca,11/4/2009,21:00,3,2
900,2009_2_A,1,15,U.N.A.M.,Club América,11/5/2009,21:00,3,2
901,2009_2_A,1,16,Cruz Azul,Puebla,11/7/2009,17:00,4,0
902,2009_2_A,1,16,U.A.N.L.,Atlante,11/7/2009,19:00,4,0
903,2009_2_A,1,16,Indios Juárez,Chiapas,11/7/2009,19:00,0,1
904,2009_2_A,1,16,Atlético San Luis,Santos Laguna,11/7/2009,19:00,4,2
905,2009_2_A,1,16,Atlas,Guadalajara,11/7/2009,20:45,1,4
906,2009_2_A,1,16,Toluca,Pachuca,11/8/2009,12:00,3,0
907,2009_2_A,1,16,Morelia,U.N.A.M.,11/8/2009,12:00,0,0
908,2009_2_A,1,16,Estudiantes Tecos,Querétaro,11/8/2009,16:00,2,0
909,2009_2_A,1,16,Club América,Monterrey,11/8/2009,16:30,1,0
910,2009_2_A,1,17,Puebla,Toluca,11/14/2009,17:00,0,2
911,2009_2_A,1,17,Pachuca,U.A.N.L.,11/14/2009,17:00,1,1
912,2009_2_A,1,17,Monterrey,Morelia,11/14/2009,17:00,1,1
913,2009_2_A,1,17,Chiapas,Atlas,11/14/2009,17:00,2,3
914,2009_2_A,1,17,Querétaro,Atlético San Luis,11/14/2009,19:00,4,0
915,2009_2_A,1,17,Guadalajara,Cruz Azul,11/14/2009,19:00,0,1
916,2009_2_A,1,17,Atlante,Estudiantes Tecos,11/14/2009,21:00,0,0
917,2009_2_A,1,17,U.N.A.M.,Indios Juárez,11/15/2009,12:00,1,1
918,2009_2_A,1,17,Santos Laguna,Club América,11/15/2009,16:00,1,1
919,2010_1_C,1,1,Monterrey,Indios Juárez,1/16/2010,17:00,4,0
920,2010_1_C,1,1,Chiapas,Cruz Azul,1/16/2010,17:00,0,1
921,2010_1_C,1,1,Pachuca,Estudiantes Tecos,1/16/2010,19:00,3,0
922,2010_1_C,1,1,Guadalajara,Toluca,1/16/2010,19:00,3,1
923,2010_1_C,1,1,Atlante,Querétaro,1/16/2010,19:00,0,0
924,2010_1_C,1,1,U.N.A.M.,Atlas,1/17/2010,12:00,2,0
925,2010_1_C,1,1,Puebla,U.A.N.L.,1/17/2010,12:00,0,1
926,2010_1_C,1,1,Santos Laguna,Morelia,1/17/2010,16:00,3,2
927,2010_1_C,1,1,Club América,Atlético San Luis,1/17/2010,16:00,5,1
928,2010_1_C,1,2,Estudiantes Tecos,Puebla,1/22/2010,20:00,2,3
929,2010_1_C,1,2,Querétaro,Pachuca,1/23/2010,17:00,1,0
930,2010_1_C,1,2,Cruz Azul,U.N.A.M.,1/23/2010,17:00,0,0
931,2010_1_C,1,2,U.A.N.L.,Guadalajara,1/23/2010,19:00,1,3
932,2010_1_C,1,2,Morelia,Club América,1/23/2010,19:00,2,0
933,2010_1_C,1,2,Atlante,Atlético San Luis,1/23/2010,19:00,2,3
934,2010_1_C,1,2,Atlas,Monterrey,1/23/2010,21:00,3,0
935,2010_1_C,1,2,Toluca,Chiapas,1/24/2010,12:00,1,1
936,2010_1_C,1,2,Indios Juárez,Santos Laguna,1/24/2010,14:00,0,0
937,2010_1_C,1,3,Monterrey,Cruz Azul,1/30/2010,17:00,2,0
938,2010_1_C,1,3,Chiapas,U.A.N.L.,1/30/2010,17:00,2,2
939,2010_1_C,1,3,Pachuca,Atlante,1/30/2010,19:00,5,1
940,2010_1_C,1,3,Guadalajara,Estudiantes Tecos,1/30/2010,19:00,3,2
941,2010_1_C,1,3,Atlético San Luis,Morelia,1/30/2010,20:45,0,2
942,2010_1_C,1,3,U.N.A.M.,Toluca,1/31/2010,12:00,0,0
943,2010_1_C,1,3,Puebla,Querétaro,1/31/2010,12:00,1,2
944,2010_1_C,1,3,Santos Laguna,Atlas,1/31/2010,16:00,1,2
945,2010_1_C,1,3,Club América,Indios Juárez,1/31/2010,16:30,1,0
946,2010_1_C,1,4,Querétaro,Guadalajara,2/5/2010,20:30,0,2
947,2010_1_C,1,4,Cruz Azul,Santos Laguna,2/6/2010,17:00,0,2
948,2010_1_C,1,4,U.A.N.L.,U.N.A.M.,2/6/2010,19:00,2,2
949,2010_1_C,1,4,Pachuca,Atlético San Luis,2/6/2010,19:00,2,0
950,2010_1_C,1,4,Atlante,Puebla,2/6/2010,19:00,1,1
951,2010_1_C,1,4,Atlas,Club América,2/6/2010,20:45,1,0
952,2010_1_C,1,4,Toluca,Monterrey,2/7/2010,12:00,1,1
953,2010_1_C,1,4,Indios Juárez,Morelia,2/7/2010,14:00,0,1
954,2010_1_C,1,4,Estudiantes Tecos,Chiapas,2/7/2010,16:00,3,0
955,2010_1_C,1,5,Santos Laguna,Toluca,2/13/2010,17:00,1,0
956,2010_1_C,1,5,Chiapas,Querétaro,2/13/2010,17:00,0,1
957,2010_1_C,1,5,Morelia,Atlas,2/13/2010,19:00,3,0
958,2010_1_C,1,5,Guadalajara,Atlante,2/13/2010,19:00,2,0
959,2010_1_C,1,5,Atlético San Luis,Indios Juárez,2/13/2010,20:45,1,1
960,2010_1_C,1,5,U.N.A.M.,Estudiantes Tecos,2/14/2010,12:00,1,1
961,2010_1_C,1,5,Puebla,Pachuca,2/14/2010,12:00,3,5
962,2010_1_C,1,5,Club América,Cruz Azul,2/14/2010,16:30,2,0
963,2010_1_C,1,5,Monterrey,U.A.N.L.,2/14/2010,18:30,2,1
964,2010_1_C,1,6,Pachuca,Guadalajara,2/17/2010,20:00,0,1
965,2010_1_C,1,6,Estudiantes Tecos,Monterrey,2/17/2010,20:00,3,4
966,2010_1_C,1,6,Cruz Azul,Morelia,2/17/2010,20:00,1,0
967,2010_1_C,1,6,Atlante,Chiapas,2/17/2010,20:00,2,0
968,2010_1_C,1,6,Querétaro,U.N.A.M.,2/17/2010,20:30,3,2
969,2010_1_C,1,6,Puebla,Atlético San Luis,2/17/2010,20:30,1,0
970,2010_1_C,1,6,Atlas,Indios Juárez,2/17/2010,20:45,7,1
971,2010_1_C,1,6,Toluca,Club América,2/17/2010,21:00,3,1
972,2010_1_C,1,6,U.A.N.L.,Santos Laguna,2/18/2010,20:45,1,2
973,2010_1_C,1,7,Monterrey,Querétaro,2/20/2010,17:00,3,0
974,2010_1_C,1,7,Chiapas,Pachuca,2/20/2010,17:00,2,2
975,2010_1_C,1,7,Morelia,Toluca,2/20/2010,19:00,0,0
976,2010_1_C,1,7,Guadalajara,Puebla,2/20/2010,19:00,3,2
977,2010_1_C,1,7,Atlético San Luis,Atlas,2/20/2010,20:45,3,1
978,2010_1_C,1,7,U.N.A.M.,Atlante,2/21/2010,12:00,1,0
979,2010_1_C,1,7,Indios Juárez,Cruz Azul,2/21/2010,14:00,0,0
980,2010_1_C,1,7,Santos Laguna,Estudiantes Tecos,2/21/2010,16:00,3,3
981,2010_1_C,1,7,Club América,U.A.N.L.,2/21/2010,16:30,2,2
982,2010_1_C,1,8,Querétaro,Santos Laguna,2/27/2010,17:00,1,1
983,2010_1_C,1,8,Cruz Azul,Atlas,2/27/2010,17:00,3,1
984,2010_1_C,1,8,U.A.N.L.,Morelia,2/27/2010,19:00,0,3
985,2010_1_C,1,8,Pachuca,U.N.A.M.,2/27/2010,19:00,0,3
986,2010_1_C,1,8,Guadalajara,Atlético San Luis,2/27/2010,19:00,2,0
987,2010_1_C,1,8,Atlante,Monterrey,2/27/2010,19:00,0,1
988,2010_1_C,1,8,Toluca,Indios Juárez,2/28/2010,12:00,3,0
989,2010_1_C,1,8,Puebla,Chiapas,2/28/2010,12:00,3,3
990,2010_1_C,1,8,Estudiantes Tecos,Club América,2/28/2010,17:00,1,2
991,2010_1_C,1,9,Monterrey,Pachuca,3/6/2010,17:00,3,0
992,2010_1_C,1,9,Chiapas,Guadalajara,3/6/2010,17:00,4,0
993,2010_1_C,1,9,Morelia,Estudiantes Tecos,3/6/2010,19:00,2,0
994,2010_1_C,1,9,Atlético San Luis,Cruz Azul,3/6/2010,19:00,1,2
995,2010_1_C,1,9,Atlas,Toluca,3/6/2010,20:45,1,1
996,2010_1_C,1,9,U.N.A.M.,Puebla,3/7/2010,12:00,4,1
997,2010_1_C,1,9,Indios Juárez,U.A.N.L.,3/7/2010,14:00,0,1
998,2010_1_C,1,9,Santos Laguna,Atlante,3/7/2010,16:00,4,2
999,2010_1_C,1,9,Club América,Querétaro,3/7/2010,16:30,6,0
1000,2010_1_C,1,10,Estudiantes Tecos,Indios Juárez,3/12/2010,20:00,4,1
1001,2010_1_C,1,10,Querétaro,Morelia,3/13/2010,17:00,1,1
1002,2010_1_C,1,10,Chiapas,Atlético San Luis,3/13/2010,17:00,1,1
1003,2010_1_C,1,10,U.A.N.L.,Atlas,3/13/2010,19:00,0,1
1004,2010_1_C,1,10,Pachuca,Santos Laguna,3/13/2010,19:00,0,3
1005,2010_1_C,1,10,Guadalajara,U.N.A.M.,3/13/2010,19:00,0,0
1006,2010_1_C,1,10,Atlante,Club América,3/13/2010,19:00,2,2
1007,2010_1_C,1,10,Toluca,Cruz Azul,3/14/2010,12:00,2,3
1008,2010_1_C,1,10,Puebla,Monterrey,3/14/2010,16:00,1,1
1009,2010_1_C,1,11,Monterrey,Guadalajara,3/20/2010,17:00,2,1
1010,2010_1_C,1,11,Cruz Azul,U.A.N.L.,3/20/2010,17:00,4,0
1011,2010_1_C,1,11,Morelia,Atlante,3/20/2010,19:00,0,1
1012,2010_1_C,1,11,Atlético San Luis,Toluca,3/20/2010,19:00,2,3
1013,2010_1_C,1,11,Atlas,Estudiantes Tecos,3/20/2010,20:45,0,1
1014,2010_1_C,1,11,U.N.A.M.,Chiapas,3/21/2010,12:00,2,0
1015,2010_1_C,1,11,Indios Juárez,Querétaro,3/21/2010,13:00,1,0
1016,2010_1_C,1,11,Santos Laguna,Puebla,3/21/2010,16:00,2,1
1017,2010_1_C,1,11,Club América,Pachuca,3/21/2010,16:30,2,2
1018,2010_1_C,1,12,Estudiantes Tecos,Cruz Azul,3/26/2010,20:00,2,1
1019,2010_1_C,1,12,Querétaro,Atlas,3/27/2010,17:00,2,1
1020,2010_1_C,1,12,Chiapas,Monterrey,3/27/2010,17:00,1,1
1021,2010_1_C,1,12,U.A.N.L.,Toluca,3/27/2010,19:00,0,1
1022,2010_1_C,1,12,Pachuca,Morelia,3/27/2010,19:00,1,0
1023,2010_1_C,1,12,Guadalajara,Santos Laguna,3/27/2010,19:00,6,2
1024,2010_1_C,1,12,Atlante,Indios Juárez,3/27/2010,19:00,3,0
1025,2010_1_C,1,12,U.N.A.M.,Atlético San Luis,3/28/2010,12:00,0,0
1026,2010_1_C,1,12,Puebla,Club América,3/28/2010,17:00,2,1
1027,2010_1_C,1,13,Monterrey,U.N.A.M.,4/3/2010,17:00,1,0
1028,2010_1_C,1,13,Indios Juárez,Pachuca,4/3/2010,17:00,1,2
1029,2010_1_C,1,13,Cruz Azul,Querétaro,4/3/2010,17:00,1,0
1030,2010_1_C,1,13,Morelia,Puebla,4/3/2010,19:00,1,1
1031,2010_1_C,1,13,Atlético San Luis,U.A.N.L.,4/3/2010,19:00,0,3
1032,2010_1_C,1,13,Atlas,Atlante,4/3/2010,20:45,3,3
1033,2010_1_C,1,13,Toluca,Estudiantes Tecos,4/4/2010,12:00,5,0
1034,2010_1_C,1,13,Santos Laguna,Chiapas,4/4/2010,16:00,0,3
1035,2010_1_C,1,13,Guadalajara,Club América,4/4/2010,20:00,1,0
1036,2010_1_C,1,14,Estudiantes Tecos,U.A.N.L.,4/9/2010,20:00,0,0
1037,2010_1_C,1,14,Querétaro,Toluca,4/10/2010,17:00,0,1
1038,2010_1_C,1,14,Monterrey,Atlético San Luis,4/10/2010,17:00,1,1
1039,2010_1_C,1,14,Chiapas,Club América,4/10/2010,17:00,1,3
1040,2010_1_C,1,14,Pachuca,Atlas,4/10/2010,19:00,0,2
1041,2010_1_C,1,14,Guadalajara,Morelia,4/10/2010,19:00,0,3
1042,2010_1_C,1,14,Atlante,Cruz Azul,4/10/2010,19:00,1,0
1043,2010_1_C,1,14,U.N.A.M.,Santos Laguna,4/11/2010,12:00,1,0
1044,2010_1_C,1,14,Puebla,Indios Juárez,4/11/2010,16:00,1,2
1045,2010_1_C,1,15,U.A.N.L.,Querétaro,4/14/2010,19:00,2,1
1046,2010_1_C,1,15,Atlas,Puebla,4/14/2010,19:00,0,2
1047,2010_1_C,1,15,Toluca,Atlante,4/14/2010,20:00,2,0
1048,2010_1_C,1,15,Indios Juárez,Guadalajara,4/14/2010,20:00,1,0
1049,2010_1_C,1,15,Cruz Azul,Pachuca,4/14/2010,20:00,2,2
1050,2010_1_C,1,15,Atlético San Luis,Estudiantes Tecos,4/14/2010,20:00,1,1
1051,2010_1_C,1,15,Morelia,Chiapas,4/14/2010,20:30,1,2
1052,2010_1_C,1,15,Santos Laguna,Monterrey,4/14/2010,21:00,1,1
1053,2010_1_C,1,15,Club América,U.N.A.M.,4/14/2010,21:00,0,0
1054,2010_1_C,1,16,Querétaro,Estudiantes Tecos,4/17/2010,17:00,1,0
1055,2010_1_C,1,16,Monterrey,Club América,4/17/2010,17:00,2,1
1056,2010_1_C,1,16,Chiapas,Indios Juárez,4/17/2010,17:00,1,0
1057,2010_1_C,1,16,Pachuca,Toluca,4/17/2010,19:00,1,1
1058,2010_1_C,1,16,Guadalajara,Atlas,4/17/2010,19:00,0,2
1059,2010_1_C,1,16,Atlante,U.A.N.L.,4/17/2010,19:00,1,2
1060,2010_1_C,1,16,U.N.A.M.,Morelia,4/18/2010,12:00,2,0
1061,2010_1_C,1,16,Puebla,Cruz Azul,4/18/2010,12:00,4,1
1062,2010_1_C,1,16,Santos Laguna,Atlético San Luis,4/19/2010,19:00,2,1
1063,2010_1_C,1,17,Estudiantes Tecos,Atlante,4/23/2010,20:00,3,2
1064,2010_1_C,1,17,Cruz Azul,Guadalajara,4/24/2010,17:00,1,1
1065,2010_1_C,1,17,U.A.N.L.,Pachuca,4/24/2010,19:00,1,2
1066,2010_1_C,1,17,Morelia,Monterrey,4/24/2010,19:00,1,1
1067,2010_1_C,1,17,Atlético San Luis,Querétaro,4/24/2010,20:45,3,0
1068,2010_1_C,1,17,Atlas,Chiapas,4/24/2010,20:45,1,1
1069,2010_1_C,1,17,Toluca,Puebla,4/25/2010,12:00,2,1
1070,2010_1_C,1,17,Indios Juárez,U.N.A.M.,4/25/2010,14:00,2,0
1071,2010_1_C,1,17,Club América,Santos Laguna,4/25/2010,16:00,1,0
1072,2010_2_A,1,1,Estudiantes Tecos,Cruz Azul,7/23/2010,20:10,0,3
1073,2010_2_A,1,1,Chiapas,Necaxa,7/24/2010,17:00,1,1
1074,2010_2_A,1,1,U.A.N.L.,Querétaro,7/24/2010,19:00,0,1
1075,2010_2_A,1,1,Pachuca,Club América,7/24/2010,19:00,3,0
1076,2010_2_A,1,1,Guadalajara,Puebla,7/24/2010,19:00,0,0
1077,2010_2_A,1,1,Atlético San Luis,Monterrey,7/24/2010,20:45,1,1
1078,2010_2_A,1,1,Atlante,Santos Laguna,7/24/2010,21:00,1,4
1079,2010_2_A,1,1,U.N.A.M.,Toluca,7/25/2010,12:00,2,1
1080,2010_2_A,1,1,Morelia,Atlas,7/25/2010,12:00,1,0
1081,2010_2_A,1,2,Necaxa,U.A.N.L.,7/30/2010,20:10,0,2
1082,2010_2_A,1,2,Querétaro,Atlas,7/31/2010,17:00,2,1
1083,2010_2_A,1,2,Cruz Azul,Atlante,7/31/2010,17:00,2,0
1084,2010_2_A,1,2,Santos Laguna,U.N.A.M.,7/31/2010,19:00,4,0
1085,2010_2_A,1,2,Monterrey,Estudiantes Tecos,7/31/2010,19:00,3,2
1086,2010_2_A,1,2,Toluca,Pachuca,8/1/2010,12:00,1,1
1087,2010_2_A,1,2,Puebla,Atlético San Luis,8/1/2010,12:00,2,1
1088,2010_2_A,1,2,Club América,Chiapas,8/1/2010,16:30,3,0
1089,2010_2_A,1,3,Chiapas,Toluca,8/7/2010,17:00,1,1
1090,2010_2_A,1,3,U.A.N.L.,Club América,8/7/2010,19:00,1,1
1091,2010_2_A,1,3,Pachuca,Santos Laguna,8/7/2010,19:00,0,3
1092,2010_2_A,1,3,Atlético San Luis,Guadalajara,8/7/2010,20:45,0,1
1093,2010_2_A,1,3,Atlas,Necaxa,8/7/2010,20:45,0,1
1094,2010_2_A,1,3,Atlante,Monterrey,8/7/2010,21:00,1,2
1095,2010_2_A,1,3,U.N.A.M.,Cruz Azul,8/8/2010,12:00,2,0
1096,2010_2_A,1,3,Morelia,Querétaro,8/8/2010,12:00,6,0
1097,2010_2_A,1,3,Estudiantes Tecos,Puebla,8/8/2010,17:00,1,3
1098,2010_2_A,1,4,Necaxa,Querétaro,8/13/2010,20:10,1,1
1099,2010_2_A,1,4,Cruz Azul,Pachuca,8/14/2010,17:00,4,1
1100,2010_2_A,1,4,Santos Laguna,Chiapas,8/14/2010,19:00,1,0
1101,2010_2_A,1,4,Monterrey,U.N.A.M.,8/14/2010,19:00,5,2
1102,2010_2_A,1,4,Atlético San Luis,Morelia,8/14/2010,20:45,1,0
1103,2010_2_A,1,4,Toluca,U.A.N.L.,8/15/2010,12:00,1,1
1104,2010_2_A,1,4,Puebla,Atlante,8/15/2010,12:00,1,1
1105,2010_2_A,1,4,Club América,Atlas,8/15/2010,16:30,1,1
1106,2010_2_A,1,5,Estudiantes Tecos,Atlético San Luis,8/20/2010,20:10,3,2
1107,2010_2_A,1,5,Chiapas,Cruz Azul,8/21/2010,17:00,2,3
1108,2010_2_A,1,5,U.A.N.L.,Santos Laguna,8/21/2010,19:00,1,0
1109,2010_2_A,1,5,Pachuca,Monterrey,8/21/2010,19:00,2,2
1110,2010_2_A,1,5,Atlas,Toluca,8/21/2010,20:45,0,1
1111,2010_2_A,1,5,Atlante,Guadalajara,8/21/2010,21:00,2,1
1112,2010_2_A,1,5,U.N.A.M.,Puebla,8/22/2010,12:00,4,1
1113,2010_2_A,1,5,Morelia,Necaxa,8/22/2010,12:00,1,0
1114,2010_2_A,1,5,Querétaro,Club América,8/22/2010,16:30,0,1
1115,2010_2_A,1,6,Estudiantes Tecos,Morelia,8/27/2010,20:10,1,1
1116,2010_2_A,1,6,Cruz Azul,U.A.N.L.,8/28/2010,17:00,3,2
1117,2010_2_A,1,6,Santos Laguna,Atlas,8/28/2010,19:00,3,1
1118,2010_2_A,1,6,Monterrey,Chiapas,8/28/2010,19:00,1,1
1119,2010_2_A,1,6,Guadalajara,U.N.A.M.,8/28/2010,19:00,0,0
1120,2010_2_A,1,6,Atlético San Luis,Atlante,8/28/2010,20:45,2,1
1121,2010_2_A,1,6,Toluca,Querétaro,8/29/2010,12:00,2,0
1122,2010_2_A,1,6,Puebla,Pachuca,8/29/2010,12:00,3,1
1123,2010_2_A,1,6,Club América,Necaxa,8/29/2010,16:30,1,1
1124,2010_2_A,1,4,Guadalajara,Estudiantes Tecos,9/5/2010,18:00,3,0
1125,2010_2_A,1,7,Necaxa,Toluca,9/10/2010,20:10,1,1
1126,2010_2_A,1,7,Querétaro,Santos Laguna,9/11/2010,17:00,5,2
1127,2010_2_A,1,7,Chiapas,Puebla,9/11/2010,17:00,4,0
1128,2010_2_A,1,7,U.A.N.L.,Monterrey,9/11/2010,19:00,0,1
1129,2010_2_A,1,7,Pachuca,Guadalajara,9/11/2010,19:00,1,1
1130,2010_2_A,1,7,Atlas,Cruz Azul,9/11/2010,20:45,1,3
1131,2010_2_A,1,7,Atlante,Estudiantes Tecos,9/11/2010,21:00,0,1
1132,2010_2_A,1,7,U.N.A.M.,Atlético San Luis,9/12/2010,12:00,0,1
1133,2010_2_A,1,7,Morelia,Club América,9/12/2010,12:00,0,2
1134,2010_2_A,1,8,Estudiantes Tecos,U.N.A.M.,9/17/2010,20:10,2,2
1135,2010_2_A,1,8,Cruz Azul,Querétaro,9/18/2010,17:00,3,0
1136,2010_2_A,1,8,Santos Laguna,Necaxa,9/18/2010,19:00,2,1
1137,2010_2_A,1,8,Monterrey,Atlas,9/18/2010,19:00,2,0
1138,2010_2_A,1,8,Guadalajara,Chiapas,9/18/2010,19:00,0,3
1139,2010_2_A,1,8,Atlético San Luis,Pachuca,9/18/2010,19:00,1,0
1140,2010_2_A,1,8,Atlante,Morelia,9/18/2010,21:00,2,0
1141,2010_2_A,1,8,Toluca,Club América,9/19/2010,12:00,2,1
1142,2010_2_A,1,8,Puebla,U.A.N.L.,9/19/2010,12:00,1,3
1143,2010_2_A,1,9,Necaxa,Cruz Azul,9/24/2010,20:10,2,1
1144,2010_2_A,1,9,Querétaro,Monterrey,9/25/2010,17:00,0,0
1145,2010_2_A,1,9,Chiapas,Atlético San Luis,9/25/2010,17:00,2,1
1146,2010_2_A,1,9,Pachuca,Estudiantes Tecos,9/25/2010,19:00,3,1
1147,2010_2_A,1,9,Atlas,Puebla,9/25/2010,20:45,1,0
1148,2010_2_A,1,9,U.N.A.M.,Atlante,9/26/2010,12:00,2,2
1149,2010_2_A,1,9,U.A.N.L.,Guadalajara,9/26/2010,12:00,1,1
1150,2010_2_A,1,9,Morelia,Toluca,9/26/2010,12:00,1,2
1151,2010_2_A,1,9,Club América,Santos Laguna,9/26/2010,17:00,3,2
1152,2010_2_A,1,10,Estudiantes Tecos,Chiapas,10/1/2010,20:10,0,0
1153,2010_2_A,1,10,Santos Laguna,Toluca,10/2/2010,19:00,2,0
1154,2010_2_A,1,10,Monterrey,Necaxa,10/2/2010,19:00,2,1
1155,2010_2_A,1,10,Atlético San Luis,U.A.N.L.,10/2/2010,19:00,1,0
1156,2010_2_A,1,10,Atlante,Pachuca,10/2/2010,21:00,1,3
1157,2010_2_A,1,10,U.N.A.M.,Morelia,10/3/2010,12:00,1,0
1158,2010_2_A,1,10,Puebla,Querétaro,10/3/2010,12:00,2,0
1159,2010_2_A,1,10,Guadalajara,Atlas,10/3/2010,16:30,2,2
1160,2010_2_A,1,10,Cruz Azul,Club América,10/3/2010,16:30,1,0
1161,2010_2_A,1,2,Guadalajara,Morelia,10/6/2010,20:45,0,1
1162,2010_2_A,1,11,Necaxa,Puebla,10/8/2010,20:10,1,0
1163,2010_2_A,1,11,Querétaro,Guadalajara,10/9/2010,17:00,2,2
1164,2010_2_A,1,11,Chiapas,Atlante,10/9/2010,17:00,2,0
1165,2010_2_A,1,11,U.A.N.L.,Estudiantes Tecos,10/9/2010,19:00,5,0
1166,2010_2_A,1,11,Pachuca,U.N.A.M.,10/9/2010,19:00,3,2
1167,2010_2_A,1,11,Atlas,Atlético San Luis,10/9/2010,20:45,2,1
1168,2010_2_A,1,11,Toluca,Cruz Azul,10/10/2010,12:00,0,0
1169,2010_2_A,1,11,Morelia,Santos Laguna,10/10/2010,12:00,0,0
1170,2010_2_A,1,11,Club América,Monterrey,10/10/2010,16:00,0,0
1171,2010_2_A,1,12,Estudiantes Tecos,Atlas,10/15/2010,20:10,2,1
1172,2010_2_A,1,12,Cruz Azul,Santos Laguna,10/16/2010,17:00,3,0
1173,2010_2_A,1,12,Atlético San Luis,Querétaro,10/16/2010,17:00,3,2
1174,2010_2_A,1,12,Pachuca,Morelia,10/16/2010,19:00,1,1
1175,2010_2_A,1,12,Guadalajara,Necaxa,10/16/2010,19:00,1,0
1176,2010_2_A,1,12,Monterrey,Toluca,10/16/2010,21:00,2,0
1177,2010_2_A,1,12,Atlante,U.A.N.L.,10/16/2010,21:00,1,1
1178,2010_2_A,1,12,U.N.A.M.,Chiapas,10/17/2010,12:00,1,0
1179,2010_2_A,1,12,Puebla,Club América,10/17/2010,12:00,2,2
1180,2010_2_A,1,13,Necaxa,Atlético San Luis,10/22/2010,20:10,0,2
1181,2010_2_A,1,13,Querétaro,Estudiantes Tecos,10/23/2010,17:00,1,0
1182,2010_2_A,1,13,Chiapas,Pachuca,10/23/2010,17:00,2,0
1183,2010_2_A,1,13,U.A.N.L.,U.N.A.M.,10/23/2010,19:00,2,0
1184,2010_2_A,1,13,Santos Laguna,Monterrey,10/23/2010,19:00,1,2
1185,2010_2_A,1,13,Atlas,Atlante,10/23/2010,20:45,3,1
1186,2010_2_A,1,13,Toluca,Puebla,10/24/2010,12:00,2,1
1187,2010_2_A,1,13,Morelia,Cruz Azul,10/24/2010,12:00,1,1
1188,2010_2_A,1,13,Club América,Guadalajara,10/24/2010,17:00,0,0
1189,2010_2_A,1,14,Pachuca,U.A.N.L.,10/26/2010,20:00,2,3
1190,2010_2_A,1,14,U.N.A.M.,Atlas,10/26/2010,21:00,1,1
1191,2010_2_A,1,14,Estudiantes Tecos,Necaxa,10/27/2010,18:00,0,2
1192,2010_2_A,1,14,Puebla,Santos Laguna,10/27/2010,20:00,0,1
1193,2010_2_A,1,14,Chiapas,Morelia,10/27/2010,20:00,0,0
1194,2010_2_A,1,14,Guadalajara,Toluca,10/27/2010,20:30,0,0
1195,2010_2_A,1,14,Monterrey,Cruz Azul,10/27/2010,21:00,2,4
1196,2010_2_A,1,14,Atlante,Querétaro,10/27/2010,21:00,1,0
1197,2010_2_A,1,14,Atlético San Luis,Club América,10/28/2010,20:30,1,2
1198,2010_2_A,1,15,Querétaro,U.N.A.M.,10/30/2010,17:00,2,1
1199,2010_2_A,1,15,Cruz Azul,Puebla,10/30/2010,17:00,1,0
1200,2010_2_A,1,15,U.A.N.L.,Chiapas,10/30/2010,18:00,0,0
1201,2010_2_A,1,15,Santos Laguna,Guadalajara,10/30/2010,18:00,1,1
1202,2010_2_A,1,15,Atlas,Pachuca,10/30/2010,20:45,1,2
1203,2010_2_A,1,15,Toluca,Atlético San Luis,10/31/2010,12:00,1,2
1204,2010_2_A,1,15,Morelia,Monterrey,10/31/2010,12:00,0,2
1205,2010_2_A,1,15,Necaxa,Atlante,10/31/2010,17:00,1,2
1206,2010_2_A,1,15,Club América,Estudiantes Tecos,10/31/2010,17:00,4,1
1207,2010_2_A,1,16,Estudiantes Tecos,Toluca,11/5/2010,20:10,4,2
1208,2010_2_A,1,16,Chiapas,Atlas,11/6/2010,17:00,2,1
1209,2010_2_A,1,16,Atlético San Luis,Santos Laguna,11/6/2010,17:00,1,1
