idPartido,temporada,division,jornada,EquipoLocal,EquipoVisitante,Fecha3,Hora,Goles_L,Goles_V
1,2007_1_C,1,1,Estudiantes Tecos,U.A.N.L.,1/19/2007,16:55,2,1
2,2007_1_C,1,1,Querétaro,Veracruz,1/20/2007,15:00,0,0
3,2007_1_C,1,1,Necaxa,Chiapas,1/20/2007,16:55,3,1
4,2007_1_C,1,1,Morelia,Atlante,1/20/2007,16:55,3,1
5,2007_1_C,1,1,Monterrey,Santos Laguna,1/20/2007,16:55,1,0
6,2007_1_C,1,1,Guadalajara,Toluca,1/20/2007,16:55,1,1
7,2007_1_C,1,1,Cruz Azul,Pachuca,1/20/2007,16:55,3,2
8,2007_1_C,1,1,U.N.A.M.,Atlas,1/21/2007,12:00,0,0
9,2007_1_C,1,1,Club América,Atlético San Luis,1/21/2007,16:00,4,1
10,2007_1_C,1,2,Chiapas,Querétaro,1/27/2007,15:00,2,0
11,2007_1_C,1,2,Atlético San Luis,Morelia,1/27/2007,15:00,1,2
12,2007_1_C,1,2,Veracruz,U.N.A.M.,1/27/2007,16:55,2,1
13,2007_1_C,1,2,U.A.N.L.,Club América,1/27/2007,16:55,1,0
14,2007_1_C,1,2,Pachuca,Monterrey,1/27/2007,16:55,4,0
15,2007_1_C,1,2,Atlas,Estudiantes Tecos,1/27/2007,16:55,4,1
16,2007_1_C,1,2,Atlante,Cruz Azul,1/27/2007,16:55,1,0
17,2007_1_C,1,2,Toluca,Necaxa,1/28/2007,12:00,1,1
18,2007_1_C,1,2,Santos Laguna,Guadalajara,1/28/2007,16:55,2,3
19,2007_1_C,1,3,Atlético San Luis,Atlante,2/3/2007,15:00,3,0
20,2007_1_C,1,3,Querétaro,Toluca,2/3/2007,16:55,0,0
21,2007_1_C,1,3,Necaxa,Santos Laguna,2/3/2007,16:55,1,0
22,2007_1_C,1,3,Morelia,U.A.N.L.,2/3/2007,16:55,0,0
23,2007_1_C,1,3,Monterrey,Cruz Azul,2/3/2007,16:55,1,2
24,2007_1_C,1,3,Guadalajara,Pachuca,2/3/2007,16:55,0,1
25,2007_1_C,1,3,U.N.A.M.,Chiapas,2/4/2007,12:00,2,0
26,2007_1_C,1,3,Club América,Atlas,2/4/2007,15:00,0,1
27,2007_1_C,1,3,Estudiantes Tecos,Veracruz,2/4/2007,16:00,3,0
28,2007_1_C,1,4,Chiapas,Estudiantes Tecos,2/10/2007,15:00,1,1
29,2007_1_C,1,4,Veracruz,Club América,2/10/2007,16:55,2,4
30,2007_1_C,1,4,U.A.N.L.,Atlético San Luis,2/10/2007,16:55,1,1
31,2007_1_C,1,4,Pachuca,Necaxa,2/10/2007,16:55,1,1
32,2007_1_C,1,4,Cruz Azul,Guadalajara,2/10/2007,16:55,1,2
33,2007_1_C,1,4,Atlas,Morelia,2/10/2007,16:55,2,0
34,2007_1_C,1,4,Atlante,Monterrey,2/10/2007,16:55,2,0
35,2007_1_C,1,4,Toluca,U.N.A.M.,2/11/2007,12:00,2,2
36,2007_1_C,1,4,Santos Laguna,Querétaro,2/11/2007,16:00,0,0
37,2007_1_C,1,5,U.N.A.M.,Santos Laguna,2/14/2007,16:55,2,1
38,2007_1_C,1,5,U.A.N.L.,Atlante,2/14/2007,16:55,1,0
39,2007_1_C,1,5,Querétaro,Pachuca,2/14/2007,16:55,0,0
40,2007_1_C,1,5,Necaxa,Cruz Azul,2/14/2007,16:55,0,2
41,2007_1_C,1,5,Morelia,Veracruz,2/14/2007,16:55,5,0
42,2007_1_C,1,5,Estudiantes Tecos,Toluca,2/14/2007,16:55,0,0
43,2007_1_C,1,5,Club América,Chiapas,2/14/2007,16:55,4,1
44,2007_1_C,1,5,Atlético San Luis,Atlas,2/14/2007,16:55,1,0
45,2007_1_C,1,6,Veracruz,Atlético San Luis,2/17/2007,15:00,2,1
46,2007_1_C,1,6,Chiapas,Morelia,2/17/2007,15:00,2,1
47,2007_1_C,1,6,Toluca,Club América,2/17/2007,16:55,2,2
48,2007_1_C,1,6,Pachuca,U.N.A.M.,2/17/2007,16:55,0,0
49,2007_1_C,1,6,Monterrey,Necaxa,2/17/2007,16:55,2,2
50,2007_1_C,1,6,Cruz Azul,Querétaro,2/17/2007,16:55,0,0
51,2007_1_C,1,6,Atlas,U.A.N.L.,2/17/2007,16:55,2,0
52,2007_1_C,1,6,Atlante,Guadalajara,2/17/2007,16:55,0,3
53,2007_1_C,1,6,Santos Laguna,Estudiantes Tecos,2/18/2007,16:00,1,1
54,2007_1_C,1,5,Guadalajara,Monterrey,2/21/2007,16:55,1,1
55,2007_1_C,1,7,U.A.N.L.,Veracruz,2/24/2007,16:55,1,0
56,2007_1_C,1,7,Querétaro,Monterrey,2/24/2007,16:55,2,1
57,2007_1_C,1,7,Necaxa,Guadalajara,2/24/2007,16:55,2,4
58,2007_1_C,1,7,Morelia,Toluca,2/24/2007,16:55,2,1
59,2007_1_C,1,7,Atlético San Luis,Chiapas,2/24/2007,16:55,1,0
60,2007_1_C,1,7,Atlas,Atlante,2/24/2007,16:55,1,1
61,2007_1_C,1,7,U.N.A.M.,Cruz Azul,2/25/2007,12:00,0,1
62,2007_1_C,1,7,Estudiantes Tecos,Pachuca,2/25/2007,16:00,3,4
63,2007_1_C,1,7,Club América,Santos Laguna,2/25/2007,16:00,2,0
64,2007_1_C,1,8,Chiapas,U.A.N.L.,3/3/2007,15:00,2,3
65,2007_1_C,1,8,Veracruz,Atlas,3/3/2007,16:55,0,1
66,2007_1_C,1,8,Monterrey,U.N.A.M.,3/3/2007,16:55,0,1
67,2007_1_C,1,8,Guadalajara,Querétaro,3/3/2007,16:55,2,0
68,2007_1_C,1,8,Cruz Azul,Estudiantes Tecos,3/3/2007,16:55,1,0
69,2007_1_C,1,8,Atlante,Necaxa,3/3/2007,16:55,3,0
70,2007_1_C,1,8,Toluca,Atlético San Luis,3/4/2007,12:00,1,1
71,2007_1_C,1,8,Santos Laguna,Morelia,3/4/2007,15:00,2,1
72,2007_1_C,1,8,Pachuca,Club América,3/4/2007,16:55,1,0
73,2007_1_C,1,9,Estudiantes Tecos,Monterrey,3/9/2007,16:55,2,0
74,2007_1_C,1,9,Veracruz,Atlante,3/10/2007,16:55,0,1
75,2007_1_C,1,9,U.A.N.L.,Toluca,3/10/2007,16:55,0,2
76,2007_1_C,1,9,Querétaro,Necaxa,3/10/2007,16:55,2,0
77,2007_1_C,1,9,Morelia,Pachuca,3/10/2007,16:55,0,1
78,2007_1_C,1,9,Atlético San Luis,Santos Laguna,3/10/2007,16:55,2,3
79,2007_1_C,1,9,Atlas,Chiapas,3/10/2007,16:55,0,1
80,2007_1_C,1,9,U.N.A.M.,Guadalajara,3/11/2007,12:00,0,0
81,2007_1_C,1,9,Club América,Cruz Azul,3/11/2007,15:50,0,0
82,2007_1_C,1,10,Chiapas,Veracruz,3/14/2007,15:00,0,2
83,2007_1_C,1,10,Santos Laguna,U.A.N.L.,3/14/2007,16:55,0,1
84,2007_1_C,1,10,Necaxa,U.N.A.M.,3/14/2007,16:55,1,1
85,2007_1_C,1,10,Monterrey,Club América,3/14/2007,16:55,1,0
86,2007_1_C,1,10,Cruz Azul,Morelia,3/14/2007,16:55,3,2
87,2007_1_C,1,10,Atlante,Querétaro,3/14/2007,16:55,3,1
88,2007_1_C,1,11,Chiapas,Atlante,3/17/2007,15:00,2,1
89,2007_1_C,1,11,Veracruz,Toluca,3/17/2007,16:00,0,1
90,2007_1_C,1,11,Atlético San Luis,Cruz Azul,3/17/2007,16:00,2,0
91,2007_1_C,1,11,Morelia,Monterrey,3/17/2007,16:55,1,0
92,2007_1_C,1,11,Atlas,Santos Laguna,3/17/2007,16:55,3,3
93,2007_1_C,1,11,U.N.A.M.,Querétaro,3/18/2007,12:00,3,3
94,2007_1_C,1,11,Estudiantes Tecos,Necaxa,3/18/2007,16:00,2,1
95,2007_1_C,1,11,Club América,Guadalajara,3/18/2007,16:55,1,0
96,2007_1_C,1,10,Pachuca,Atlético San Luis,3/21/2007,16:55,3,0
97,2007_1_C,1,12,Guadalajara,Morelia,3/21/2007,16:55,2,1
98,2007_1_C,1,12,Cruz Azul,U.A.N.L.,3/21/2007,16:55,3,0
99,2007_1_C,1,12,Querétaro,Estudiantes Tecos,3/24/2007,15:00,2,2
100,2007_1_C,1,12,Necaxa,Club América,3/24/2007,16:55,1,2
101,2007_1_C,1,12,Monterrey,Atlético San Luis,3/24/2007,16:55,3,2
102,2007_1_C,1,12,Atlante,U.N.A.M.,3/24/2007,16:55,1,1
103,2007_1_C,1,12,Pachuca,Atlas,3/25/2007,12:00,4,2
104,2007_1_C,1,12,Santos Laguna,Veracruz,3/25/2007,15:00,1,0
105,2007_1_C,1,12,Toluca,Chiapas,3/25/2007,15:55,0,0
106,2007_1_C,1,13,Chiapas,Santos Laguna,3/31/2007,15:00,1,1
107,2007_1_C,1,13,Veracruz,Pachuca,3/31/2007,15:55,0,5
108,2007_1_C,1,13,U.A.N.L.,Monterrey,3/31/2007,15:55,3,3
109,2007_1_C,1,13,Morelia,Necaxa,3/31/2007,15:55,0,1
110,2007_1_C,1,13,Atlético San Luis,Guadalajara,3/31/2007,15:55,1,0
111,2007_1_C,1,13,Atlas,Cruz Azul,3/31/2007,15:55,1,0
112,2007_1_C,1,13,Toluca,Atlante,4/1/2007,12:00,2,4
113,2007_1_C,1,13,Estudiantes Tecos,U.N.A.M.,4/1/2007,16:00,2,2
114,2007_1_C,1,13,Club América,Querétaro,4/1/2007,16:00,2,0
115,2007_1_C,1,10,Toluca,Atlas,4/4/2007,16:55,0,0
116,2007_1_C,1,14,Querétaro,Morelia,4/7/2007,16:55,3,1
117,2007_1_C,1,14,Necaxa,Atlético San Luis,4/7/2007,16:55,1,2
118,2007_1_C,1,14,Monterrey,Atlas,4/7/2007,16:55,2,0
119,2007_1_C,1,14,Guadalajara,U.A.N.L.,4/7/2007,16:55,1,0
120,2007_1_C,1,14,Cruz Azul,Veracruz,4/7/2007,16:55,4,2
121,2007_1_C,1,14,Atlante,Estudiantes Tecos,4/7/2007,16:55,2,2
122,2007_1_C,1,14,U.N.A.M.,Club América,4/8/2007,12:00,1,1
123,2007_1_C,1,14,Santos Laguna,Toluca,4/8/2007,15:00,2,1
124,2007_1_C,1,14,Pachuca,Chiapas,4/8/2007,16:55,3,0
125,2007_1_C,1,11,U.A.N.L.,Pachuca,4/11/2007,16:55,2,0
126,2007_1_C,1,10,Guadalajara,Estudiantes Tecos,4/11/2007,16:55,2,2
127,2007_1_C,1,15,Chiapas,Cruz Azul,4/14/2007,15:00,2,2
128,2007_1_C,1,15,Veracruz,Monterrey,4/14/2007,16:55,0,0
129,2007_1_C,1,15,U.A.N.L.,Necaxa,4/14/2007,16:55,1,1
130,2007_1_C,1,15,Morelia,U.N.A.M.,4/14/2007,16:55,2,1
131,2007_1_C,1,15,Atlético San Luis,Querétaro,4/14/2007,16:55,1,0
132,2007_1_C,1,15,Atlas,Guadalajara,4/14/2007,16:55,0,2
133,2007_1_C,1,15,Santos Laguna,Atlante,4/15/2007,16:00,3,0
134,2007_1_C,1,15,Club América,Estudiantes Tecos,4/15/2007,16:00,2,1
135,2007_1_C,1,15,Toluca,Pachuca,4/15/2007,16:55,0,2
136,2007_1_C,1,16,Querétaro,U.A.N.L.,4/21/2007,16:55,2,1
137,2007_1_C,1,16,Pachuca,Santos Laguna,4/21/2007,16:55,1,0
138,2007_1_C,1,16,Necaxa,Atlas,4/21/2007,16:55,2,1
139,2007_1_C,1,16,Monterrey,Chiapas,4/21/2007,16:55,2,0
140,2007_1_C,1,16,Guadalajara,Veracruz,4/21/2007,16:55,4,0
141,2007_1_C,1,16,Cruz Azul,Toluca,4/21/2007,16:55,0,0
142,2007_1_C,1,16,U.N.A.M.,Atlético San Luis,4/22/2007,12:00,1,1
143,2007_1_C,1,16,Estudiantes Tecos,Morelia,4/22/2007,16:00,4,0
144,2007_1_C,1,16,Club América,Atlante,4/22/2007,16:00,1,0
145,2007_1_C,1,17,Chiapas,Guadalajara,4/28/2007,15:00,1,0
146,2007_1_C,1,17,Atlético San Luis,Estudiantes Tecos,4/28/2007,15:00,0,2
147,2007_1_C,1,17,Veracruz,Necaxa,4/28/2007,16:55,1,1
148,2007_1_C,1,17,U.A.N.L.,U.N.A.M.,4/28/2007,16:55,1,1
149,2007_1_C,1,17,Morelia,Club América,4/28/2007,16:55,2,1
150,2007_1_C,1,17,Atlante,Pachuca,4/28/2007,16:55,1,4
151,2007_1_C,1,17,Toluca,Monterrey,4/29/2007,12:00,1,0
152,2007_1_C,1,17,Santos Laguna,Cruz Azul,4/29/2007,16:00,2,0
153,2007_1_C,1,17,Atlas,Querétaro,4/29/2007,16:00,2,0
154,2007_2_A,1,1,Estudiantes Tecos,Pachuca,8/3/2007,16:55,1,4
155,2007_2_A,1,1,U.A.N.L.,Atlético San Luis,8/4/2007,16:55,0,0
156,2007_2_A,1,1,Morelia,Veracruz,8/4/2007,16:55,1,1
157,2007_2_A,1,1,Chiapas,Atlante,8/4/2007,16:55,1,1
158,2007_2_A,1,1,Atlas,Toluca,8/4/2007,16:55,1,1
159,2007_2_A,1,1,U.N.A.M.,Guadalajara,8/5/2007,12:00,1,1
160,2007_2_A,1,1,Santos Laguna,Cruz Azul,8/5/2007,15:00,2,0
161,2007_2_A,1,1,Necaxa,Monterrey,8/5/2007,16:00,3,2
162,2007_2_A,1,1,Puebla,Club América,8/5/2007,16:55,0,0
163,2007_2_A,1,2,Veracruz,Atlas,8/10/2007,16:55,2,1
164,2007_2_A,1,2,Pachuca,Morelia,8/11/2007,16:55,3,1
165,2007_2_A,1,2,Monterrey,Puebla,8/11/2007,16:55,2,0
166,2007_2_A,1,2,Guadalajara,Estudiantes Tecos,8/11/2007,16:55,0,0
167,2007_2_A,1,2,Cruz Azul,U.A.N.L.,8/11/2007,16:55,1,0
168,2007_2_A,1,2,Atlético San Luis,Necaxa,8/11/2007,16:55,3,2
169,2007_2_A,1,2,Atlante,U.N.A.M.,8/11/2007,16:55,1,0
170,2007_2_A,1,2,Toluca,Santos Laguna,8/12/2007,12:00,2,3
171,2007_2_A,1,2,Club América,Chiapas,8/12/2007,16:00,6,1
172,2007_2_A,1,3,Estudiantes Tecos,Atlante,8/17/2007,16:55,0,3
173,2007_2_A,1,3,U.A.N.L.,Toluca,8/18/2007,16:55,0,1
174,2007_2_A,1,3,Chiapas,Monterrey,8/18/2007,16:55,0,0
175,2007_2_A,1,3,Atlético San Luis,Cruz Azul,8/18/2007,16:55,3,1
176,2007_2_A,1,3,Atlas,Pachuca,8/18/2007,16:55,0,1
177,2007_2_A,1,3,U.N.A.M.,Club América,8/19/2007,12:00,1,1
178,2007_2_A,1,3,Santos Laguna,Veracruz,8/19/2007,16:00,2,0
179,2007_2_A,1,3,Necaxa,Puebla,8/19/2007,16:00,2,1
180,2007_2_A,1,3,Morelia,Guadalajara,8/19/2007,16:55,1,0
181,2007_2_A,1,4,Veracruz,U.A.N.L.,8/24/2007,16:55,2,1
182,2007_2_A,1,4,Pachuca,Santos Laguna,8/25/2007,16:55,0,1
183,2007_2_A,1,4,Morelia,Atlante,8/25/2007,16:55,1,1
184,2007_2_A,1,4,Monterrey,U.N.A.M.,8/25/2007,16:55,1,0
185,2007_2_A,1,4,Guadalajara,Atlas,8/25/2007,16:55,3,1
186,2007_2_A,1,4,Cruz Azul,Necaxa,8/25/2007,16:55,3,0
187,2007_2_A,1,4,Toluca,Atlético San Luis,8/26/2007,12:00,2,1
188,2007_2_A,1,4,Puebla,Chiapas,8/26/2007,16:00,1,2
189,2007_2_A,1,4,Club América,Estudiantes Tecos,8/26/2007,16:00,4,1
190,2007_2_A,1,5,U.N.A.M.,Puebla,8/29/2007,16:55,2,2
191,2007_2_A,1,5,Santos Laguna,Guadalajara,8/29/2007,16:55,2,1
192,2007_2_A,1,5,Necaxa,Chiapas,8/29/2007,16:55,1,1
193,2007_2_A,1,5,Morelia,Club América,8/29/2007,16:55,2,1
194,2007_2_A,1,5,Cruz Azul,Toluca,8/29/2007,16:55,3,1
195,2007_2_A,1,5,Atlético San Luis,Veracruz,8/29/2007,16:55,2,1
196,2007_2_A,1,5,Atlas,Atlante,8/29/2007,16:55,1,2
197,2007_2_A,1,6,Veracruz,Cruz Azul,9/1/2007,16:55,1,4
198,2007_2_A,1,6,Pachuca,Atlético San Luis,9/1/2007,16:55,4,1
199,2007_2_A,1,6,Monterrey,Morelia,9/1/2007,16:55,1,2
200,2007_2_A,1,6,Guadalajara,U.A.N.L.,9/1/2007,16:55,1,0
201,2007_2_A,1,6,Chiapas,U.N.A.M.,9/1/2007,16:55,1,2
202,2007_2_A,1,6,Atlante,Santos Laguna,9/1/2007,16:55,2,2
203,2007_2_A,1,6,Toluca,Necaxa,9/2/2007,12:00,4,0
204,2007_2_A,1,6,Puebla,Estudiantes Tecos,9/2/2007,16:00,3,0
205,2007_2_A,1,6,Club América,Atlas,9/2/2007,16:55,2,1
206,2007_2_A,1,5,U.A.N.L.,Pachuca,9/5/2007,16:55,3,2
207,2007_2_A,1,7,Estudiantes Tecos,Chiapas,9/7/2007,16:55,2,1
208,2007_2_A,1,7,U.A.N.L.,Atlante,9/8/2007,16:55,2,3
209,2007_2_A,1,7,Morelia,Puebla,9/8/2007,16:55,2,0
210,2007_2_A,1,7,Cruz Azul,Pachuca,9/8/2007,16:55,1,2
211,2007_2_A,1,7,Atlético San Luis,Guadalajara,9/8/2007,16:55,0,0
212,2007_2_A,1,7,Atlas,Monterrey,9/8/2007,16:55,2,2
213,2007_2_A,1,7,Toluca,Veracruz,9/9/2007,12:00,2,1
214,2007_2_A,1,7,Necaxa,U.N.A.M.,9/9/2007,16:00,1,1
215,2007_2_A,1,7,Santos Laguna,Club América,9/9/2007,16:55,4,0
216,2007_2_A,1,8,Veracruz,Necaxa,9/14/2007,16:55,1,3
217,2007_2_A,1,8,Puebla,Atlas,9/15/2007,15:00,1,0
218,2007_2_A,1,8,Pachuca,Toluca,9/15/2007,16:55,1,2
219,2007_2_A,1,8,Monterrey,Santos Laguna,9/15/2007,16:55,1,1
220,2007_2_A,1,8,Guadalajara,Cruz Azul,9/15/2007,16:55,1,0
221,2007_2_A,1,8,Chiapas,Morelia,9/15/2007,16:55,1,1
222,2007_2_A,1,8,Atlante,Atlético San Luis,9/15/2007,16:55,4,3
223,2007_2_A,1,8,U.N.A.M.,Estudiantes Tecos,9/16/2007,12:00,2,0
224,2007_2_A,1,8,Club América,U.A.N.L.,9/16/2007,16:00,1,1
225,2007_2_A,1,9,Veracruz,Pachuca,9/21/2007,16:55,3,0
226,2007_2_A,1,9,U.A.N.L.,Monterrey,9/22/2007,16:55,1,0
227,2007_2_A,1,9,Necaxa,Estudiantes Tecos,9/22/2007,16:55,1,1
228,2007_2_A,1,9,Morelia,U.N.A.M.,9/22/2007,16:55,0,3
229,2007_2_A,1,9,Cruz Azul,Atlante,9/22/2007,16:55,2,2
230,2007_2_A,1,9,Atlético San Luis,Club América,9/22/2007,16:55,2,1
231,2007_2_A,1,9,Atlas,Chiapas,9/22/2007,16:55,0,1
232,2007_2_A,1,9,Toluca,Guadalajara,9/23/2007,12:00,1,0
233,2007_2_A,1,9,Santos Laguna,Puebla,9/23/2007,16:00,4,1
234,2007_2_A,1,5,Estudiantes Tecos,Monterrey,9/25/2007,16:55,3,0
235,2007_2_A,1,10,Estudiantes Tecos,Morelia,9/28/2007,16:55,3,2
236,2007_2_A,1,10,Pachuca,Necaxa,9/29/2007,16:55,1,1
237,2007_2_A,1,10,Monterrey,Atlético San Luis,9/29/2007,16:55,2,3
238,2007_2_A,1,10,Guadalajara,Veracruz,9/29/2007,16:55,3,1
239,2007_2_A,1,10,Chiapas,Santos Laguna,9/29/2007,16:55,2,2
240,2007_2_A,1,10,Atlante,Toluca,9/29/2007,16:55,2,0
241,2007_2_A,1,10,U.N.A.M.,Atlas,9/30/2007,12:00,3,2
242,2007_2_A,1,10,Puebla,U.A.N.L.,9/30/2007,12:00,3,0
243,2007_2_A,1,10,Club América,Cruz Azul,9/30/2007,16:55,2,2
244,2007_2_A,1,11,Veracruz,Atlante,10/5/2007,16:55,0,2
245,2007_2_A,1,11,U.A.N.L.,Chiapas,10/6/2007,16:55,1,1
246,2007_2_A,1,11,Pachuca,Guadalajara,10/6/2007,16:55,1,2
247,2007_2_A,1,11,Necaxa,Morelia,10/6/2007,16:55,1,1
248,2007_2_A,1,11,Cruz Azul,Monterrey,10/6/2007,16:55,2,1
249,2007_2_A,1,11,Atlético San Luis,Puebla,10/6/2007,16:55,0,3
250,2007_2_A,1,11,Atlas,Estudiantes Tecos,10/6/2007,16:55,3,2
251,2007_2_A,1,11,Toluca,Club América,10/7/2007,12:00,3,1
252,2007_2_A,1,11,Santos Laguna,U.N.A.M.,10/7/2007,16:00,3,2
253,2007_2_A,1,12,Monterrey,Toluca,10/10/2007,16:55,1,1
254,2007_2_A,1,12,Estudiantes Tecos,Santos Laguna,10/12/2007,16:55,3,1
255,2007_2_A,1,12,Morelia,Atlas,10/13/2007,16:55,0,2
256,2007_2_A,1,12,Guadalajara,Necaxa,10/13/2007,16:55,5,1
257,2007_2_A,1,12,Chiapas,Atlético San Luis,10/13/2007,16:55,2,2
258,2007_2_A,1,12,Atlante,Pachuca,10/13/2007,16:55,1,2
259,2007_2_A,1,12,U.N.A.M.,U.A.N.L.,10/14/2007,12:00,3,0
260,2007_2_A,1,12,Puebla,Cruz Azul,10/14/2007,12:00,1,1
261,2007_2_A,1,12,Club América,Veracruz,10/14/2007,16:00,0,0
262,2007_2_A,1,13,Veracruz,Monterrey,10/19/2007,18:00,3,1
263,2007_2_A,1,13,Cruz Azul,Chiapas,10/20/2007,17:00,1,1
264,2007_2_A,1,13,Atlético San Luis,U.N.A.M.,10/20/2007,17:00,3,2
265,2007_2_A,1,13,U.A.N.L.,Estudiantes Tecos,10/20/2007,19:00,4,0
266,2007_2_A,1,13,Pachuca,Club América,10/20/2007,19:00,1,2
267,2007_2_A,1,13,Guadalajara,Atlante,10/20/2007,19:00,1,1
268,2007_2_A,1,13,Toluca,Puebla,10/21/2007,12:00,2,0
269,2007_2_A,1,13,Necaxa,Atlas,10/21/2007,12:00,2,4
270,2007_2_A,1,13,Santos Laguna,Morelia,10/21/2007,16:00,3,2
271,2007_2_A,1,14,Estudiantes Tecos,Atlético San Luis,10/26/2007,18:00,2,3
272,2007_2_A,1,14,Monterrey,Pachuca,10/27/2007,17:00,3,1
273,2007_2_A,1,14,Chiapas,Toluca,10/27/2007,17:00,0,0
274,2007_2_A,1,14,Morelia,U.A.N.L.,10/27/2007,20:00,1,0
275,2007_2_A,1,14,Atlas,Santos Laguna,10/27/2007,20:00,2,5
276,2007_2_A,1,14,Atlante,Necaxa,10/27/2007,20:00,0,2
277,2007_2_A,1,14,U.N.A.M.,Cruz Azul,10/28/2007,12:00,1,2
278,2007_2_A,1,14,Puebla,Veracruz,10/28/2007,12:00,0,0
279,2007_2_A,1,14,Club América,Guadalajara,10/28/2007,20:30,2,1
280,2007_2_A,1,15,Cruz Azul,Estudiantes Tecos,10/31/2007,16:00,1,2
281,2007_2_A,1,15,Veracruz,Chiapas,10/31/2007,18:00,1,3
282,2007_2_A,1,15,Toluca,U.N.A.M.,10/31/2007,19:00,0,0
283,2007_2_A,1,15,Necaxa,Santos Laguna,10/31/2007,19:00,2,3
284,2007_2_A,1,15,Pachuca,Puebla,10/31/2007,20:00,0,0
285,2007_2_A,1,15,Guadalajara,Monterrey,10/31/2007,20:30,1,0
286,2007_2_A,1,15,Atlético San Luis,Morelia,10/31/2007,20:30,2,1
287,2007_2_A,1,15,U.A.N.L.,Atlas,10/31/2007,20:45,3,2
288,2007_2_A,1,15,Atlante,Club América,10/31/2007,21:00,2,1
289,2007_2_A,1,16,Monterrey,Atlante,11/3/2007,16:55,1,1
290,2007_2_A,1,16,Chiapas,Pachuca,11/3/2007,16:55,0,2
291,2007_2_A,1,16,Estudiantes Tecos,Toluca,11/3/2007,18:00,2,3
292,2007_2_A,1,16,Morelia,Cruz Azul,11/3/2007,19:00,2,1
293,2007_2_A,1,16,Atlas,Atlético San Luis,11/3/2007,20:45,1,1
294,2007_2_A,1,16,U.N.A.M.,Veracruz,11/4/2007,12:00,8,0
295,2007_2_A,1,16,Santos Laguna,U.A.N.L.,11/4/2007,16:00,0,0
296,2007_2_A,1,16,Puebla,Guadalajara,11/4/2007,16:00,0,3
297,2007_2_A,1,16,Club América,Necaxa,11/4/2007,16:00,1,0
298,2007_2_A,1,17,Veracruz,Estudiantes Tecos,11/9/2007,16:55,3,2
299,2007_2_A,1,17,Monterrey,Club América,11/10/2007,16:55,0,1
300,2007_2_A,1,17,Cruz Azul,Atlas,11/10/2007,17:00,2,0
301,2007_2_A,1,17,Atlético San Luis,Santos Laguna,11/10/2007,17:00,2,2
302,2007_2_A,1,17,Guadalajara,Chiapas,11/10/2007,19:00,5,4
303,2007_2_A,1,17,Atlante,Puebla,11/10/2007,20:30,4,0
304,2007_2_A,1,17,Toluca,Morelia,11/11/2007,12:00,2,0
305,2007_2_A,1,17,Necaxa,U.A.N.L.,11/11/2007,14:00,1,0
306,2007_2_A,1,17,Pachuca,U.N.A.M.,11/11/2007,17:00,1,1
307,2008_1_C,1,1,Veracruz,Morelia,1/18/2008,18:00,0,1
308,2008_1_C,1,1,Monterrey,Necaxa,1/19/2008,17:00,1,1
309,2008_1_C,1,1,Cruz Azul,Santos Laguna,1/19/2008,17:00,1,1
310,2008_1_C,1,1,Atlético San Luis,U.A.N.L.,1/19/2008,17:00,1,1
311,2008_1_C,1,1,Pachuca,Estudiantes Tecos,1/19/2008,19:00,1,0
312,2008_1_C,1,1,Guadalajara,U.N.A.M.,1/19/2008,19:00,3,0
313,2008_1_C,1,1,Atlante,Chiapas,1/19/2008,20:30,2,2
314,2008_1_C,1,1,Toluca,Atlas,1/20/2008,12:00,2,1
315,2008_1_C,1,1,Club América,Puebla,1/20/2008,16:00,0,0
316,2008_1_C,1,2,Estudiantes Tecos,Guadalajara,1/25/2008,18:00,1,1
317,2008_1_C,1,2,Atlas,Veracruz,1/25/2008,20:45,3,0
318,2008_1_C,1,2,Chiapas,Club América,1/26/2008,17:00,2,1
319,2008_1_C,1,2,U.A.N.L.,Cruz Azul,1/26/2008,19:00,1,0
320,2008_1_C,1,2,Morelia,Pachuca,1/26/2008,19:00,3,2
321,2008_1_C,1,2,Necaxa,Atlético San Luis,1/26/2008,21:00,1,1
322,2008_1_C,1,2,U.N.A.M.,Atlante,1/27/2008,12:00,1,2
323,2008_1_C,1,2,Puebla,Monterrey,1/27/2008,12:00,1,1
324,2008_1_C,1,2,Santos Laguna,Toluca,1/27/2008,16:00,2,2
325,2008_1_C,1,3,Veracruz,Santos Laguna,2/1/2008,18:00,1,1
326,2008_1_C,1,3,Monterrey,Chiapas,2/2/2008,16:55,0,0
327,2008_1_C,1,3,Cruz Azul,Atlético San Luis,2/2/2008,16:55,4,0
328,2008_1_C,1,3,Pachuca,Atlas,2/2/2008,19:00,1,0
329,2008_1_C,1,3,Atlante,Estudiantes Tecos,2/2/2008,20:30,1,2
330,2008_1_C,1,3,Guadalajara,Morelia,2/2/2008,21:00,6,0
331,2008_1_C,1,3,Toluca,U.A.N.L.,2/3/2008,12:00,2,0
332,2008_1_C,1,3,Puebla,Necaxa,2/3/2008,12:00,1,1
333,2008_1_C,1,3,Club América,U.N.A.M.,2/3/2008,15:30,2,0
334,2008_1_C,1,4,Estudiantes Tecos,Club América,2/8/2008,18:00,1,2
335,2008_1_C,1,4,Chiapas,Puebla,2/9/2008,16:55,0,1
336,2008_1_C,1,4,Atlético San Luis,Toluca,2/9/2008,16:55,2,0
